CREATION_DATE            =      2018-05-27T21:56:05
ORIGINATOR               =      ASTOS SOLUTIONS GMBH

META_START
TYPE			 =	FAMILY
NAME FIRST PRIMARY       =      Earth
MASS FIRST PRIMARY       =      5.972370e+24
NAME SECOND PRIMARY      =      Moon
MASS SECOND PRIMARY      =      7.342000e+22
PRIMARY DISTANCE         =      3.844020e+08
MASS RATIO               =      0.0121439878
LAGRANGIAN               =      L1
ORBIT NUMBER             =      709
ORBIT DISTANCE           =      0.001000
META_STOP

DATA_START
        JC           Period           x              z            dy/dt
   2.9588516412   2.0814823602   0.9315640915  -0.2773693457   0.0821988268
   2.9579995039   2.0865305653   0.9314201656  -0.2783594994   0.0821136523
   2.9571474991   2.0915588319   0.9312723783  -0.2793490879   0.0820368991
   2.9562956284   2.0965667140   0.9311208504  -0.2803381070   0.0819682700
   2.9554438772   2.1015540197   0.9309656387  -0.2813265600   0.0819076144
   2.9545922460   2.1065203754   0.9308068476  -0.2823144412   0.0818546755
   2.9537407227   2.1114655787   0.9306445432  -0.2833017535   0.0818092823
   2.9528893039   2.1163893225   0.9304788206  -0.2842884942   0.0817711999
   2.9520379750   2.1212914764   0.9303097294  -0.2852746666   0.0817402959
   2.9511867318   2.1261717925   0.9301373502  -0.2862602670   0.0817163707
   2.9503355639   2.1310301022   0.9299617531  -0.2872452977   0.0816992458
   2.9494844645   2.1358661572   0.9297830247  -0.2882297598   0.0816887078
   2.9486334118   2.1406799960   0.9296011740  -0.2892136582   0.0816847191
   2.9477824117   2.1454712889   0.9294163132  -0.2901969844   0.0816870113
   2.9469314410   2.1502400470   0.9292284709  -0.2911797491   0.0816955004
   2.9460804934   2.1549861373   0.9290377041  -0.2921619483   0.0817100443
   2.9452295605   2.1597094145   0.9288440846  -0.2931435837   0.0817304644
   2.9443786260   2.1644098522   0.9286476506  -0.2941246604   0.0817566587
   2.9435276830   2.1690873268   0.9284484665  -0.2951051774   0.0817884675
   2.9426767137   2.1737418578   0.9282465574  -0.2960851395   0.0818258200
   2.9418257151   2.1783732946   0.9280419979  -0.2970645438   0.0818685352
   2.9409746668   2.1829816851   0.9278348102  -0.2980433979   0.0819165477
   2.9401235627   2.1875669481   0.9276250481  -0.2990216991   0.0819697253
   2.9392723893   2.1921290652   0.9274127546  -0.2999994516   0.0820279569
   2.9384211341   2.1966680288   0.9271979676  -0.3009766575   0.0820911452
   2.9375697867   2.2011838084   0.9269807333  -0.3019533185   0.0821591744
   2.9367183320   2.2056764439   0.9267610763  -0.3029294379   0.0822319766
   2.9358667610   2.2101459175   0.9265390372  -0.3039050151   0.0823094509
   2.9350150617   2.2145922347   0.9263146544  -0.3048800529   0.0823914990
   2.9341632202   2.2190154377   0.9260879536  -0.3058545540   0.0824780524
   2.9333112289   2.2234155113   0.9258589826  -0.3068285184   0.0825689933
   2.9324590729   2.2277924759   0.9256277734  -0.3078019516   0.0826642392
   2.9316067378   2.2321464242   0.9253943390  -0.3087748557   0.0827637509
   2.9307542178   2.2364773303   0.9251587248  -0.3097472283   0.0828674184
   2.9299014964   2.2407852850   0.9249209474  -0.3107190749   0.0829751937
   2.9290485678   2.2450702676   0.9246810557  -0.3116903946   0.0830869589
   2.9281954122   2.2493324151   0.9244390507  -0.3126611943   0.0832027013
   2.9273420275   2.2535716942   0.9241949825  -0.3136314692   0.0833223022
   2.9264883956   2.2577882109   0.9239488661  -0.3146012273   0.0834457172
   2.9256345078   2.2619820145   0.9237007266  -0.3155704676   0.0835728832
   2.9247803528   2.2661531670   0.9234505884  -0.3165391919   0.0837037376
   2.9239259209   2.2703017147   0.9231984827  -0.3175074021   0.0838382025
   2.9230711971   2.2744277818   0.9229444178  -0.3184751018   0.0839762505
   2.9222161743   2.2785313886   0.9226884192  -0.3194422889   0.0841178204
   2.9213608398   2.2826126077   0.9224305019  -0.3204089661   0.0842628731
   2.9205051895   2.2866715141   0.9221707153  -0.3213751331   0.0844112856
   2.9196492015   2.2907082462   0.9219090498  -0.3223407991   0.0845630728
   2.9187928751   2.2947228208   0.9216455440  -0.3233059578   0.0847181445
   2.9179361948   2.2987153301   0.9213802107  -0.3242706156   0.0848764647
   2.9170791502   2.3026858841   0.9211130598  -0.3252347723   0.0850380052
   2.9162217347   2.3066345405   0.9208441174  -0.3261984270   0.0852027025
   2.9153639352   2.3105614124   0.9205733933  -0.3271615833   0.0853705281
   2.9145057465   2.3144665400   0.9203009220  -0.3281242403   0.0855414000
   2.9136471512   2.3183500754   0.9200266991  -0.3290864042   0.0857153203
   2.9127881477   2.3222120553   0.9197507587  -0.3300480703   0.0858922101
   2.9119287204   2.3260526100   0.9194731059  -0.3310092451   0.0860720500
   2.9110688641   2.3298718008   0.9191937660  -0.3319699266   0.0862547803
   2.9102085646   2.3336697640   0.9189127396  -0.3329301189   0.0864403930
   2.9093478178   2.3374465624   0.9186300497  -0.3338898189   0.0866288337
   2.9084866120   2.3412023041   0.9183457092  -0.3348490303   0.0868200681
   2.9076249384   2.3449370904   0.9180597293  -0.3358077536   0.0870140663
   2.9067627888   2.3486510162   0.9177721241  -0.3367659892   0.0872107929
   2.9059001565   2.3523441626   0.9174829203  -0.3377237383   0.0874101833
   2.9050370261   2.3560166633   0.9171921107  -0.3386810058   0.0876122484
   2.9041733956   2.3596685893   0.9168997176  -0.3396377868   0.0878169365
   2.9033092540   2.3633000546   0.9166057515  -0.3405940850   0.0880242187
   2.9024445925   2.3669111687   0.9163102199  -0.3415499008   0.0882340747
   2.9015794054   2.3705020122   0.9160131422  -0.3425052338   0.0884464579
   2.9007136824   2.3740726967   0.9157145289  -0.3434600871   0.0886613402
   2.8998474150   2.3776233326   0.9154143871  -0.3444144613   0.0888787018
   2.8989805973   2.3811540072   0.9151127335  -0.3453683559   0.0890985031
   2.8981132183   2.3846648483   0.9148095693  -0.3463217735   0.0893207364
   2.8972452736   2.3881559416   0.9145049092  -0.3472747118   0.0895453671
   2.8963767545   2.3916273931   0.9141987644  -0.3482271730   0.0897723665
   2.8955076521   2.3950793206   0.9138911383  -0.3491791579   0.0900017233
   2.8946379633   2.3985117922   0.9135820554  -0.3501306653   0.0902333813
   2.8937676736   2.4019249621   0.9132715073  -0.3510817003   0.0904673531
   2.8928967829   2.4053188939   0.9129595152  -0.3520322580   0.0907035920
   2.8920252801   2.4086937086   0.9126460853  -0.3529823427   0.0909420788
   2.8911531588   2.4120495108   0.9123312253  -0.3539319541   0.0911827944
   2.8902804124   2.4153864031   0.9120149441  -0.3548810922   0.0914257162
   2.8894070351   2.4187044446   0.9116972576  -0.3558297576   0.0916708087
   2.8885330156   2.4220038413   0.9113781578  -0.3567779535   0.0919180802
   2.8876583531   2.4252846337   0.9110576615  -0.3577256746   0.0921674966
   2.8867830387   2.4285469334   0.9107357768  -0.3586729243   0.0924190356
   2.8859070647   2.4317908562   0.9104125058  -0.3596197032   0.0926726899
   2.8850304289   2.4350164748   0.9100878695  -0.3605660097   0.0929284120
   2.8841531181   2.4382239369   0.9097618590  -0.3615118486   0.0931862162
   2.8832751328   2.4414133099   0.9094344926  -0.3624572147   0.0934460628
   2.8823964632   2.4445847179   0.9091057749  -0.3634021122   0.0937079375
   2.8815171038   2.4477382536   0.9087757118  -0.3643465404   0.0939718256
   2.8806370490   2.4508740239   0.9084443103  -0.3652904993   0.0942377093
   2.8797562928   2.4539921323   0.9081115769  -0.3662339891   0.0945055721
   2.8788748303   2.4570926729   0.9077775227  -0.3671770101   0.0947753876
   2.8779926527   2.4601757703   0.9074421446  -0.3681195639   0.0950471596
   2.8771097582   2.4632415072   0.9071054544  -0.3690616475   0.0953208619
   2.8762261394   2.4662899935   0.9067674568  -0.3700032630   0.0955964808
   2.8753417916   2.4693213256   0.9064281600  -0.3709444100   0.0958739972
   2.8744567080   2.4723356141   0.9060875658  -0.3718850893   0.0961534042
   2.8735708856   2.4753329475   0.9057456850  -0.3728252998   0.0964346774
   2.8726843238   2.4783136496   0.9054025482  -0.3737650431   0.0967177313
   2.8717969951   2.4812774208   0.9050581022  -0.3747043285   0.0970027074
   2.8709089217   2.4842245082   0.9047123882  -0.3756431347   0.0972895088
   2.8700200861   2.4871550526   0.9043654068  -0.3765814746   0.0975781258
   2.8691304848   2.4900691504   0.9040171624  -0.3775193466   0.0978685482
   2.8682401139   2.4929668941   0.9036676632  -0.3784567504   0.0981607562
   2.8673489675   2.4958483860   0.9033169140  -0.3793936871   0.0984547376
   2.8664570403   2.4987137289   0.9029649167  -0.3803301565   0.0987504864
   2.8655643291   2.5015630146   0.9026116782  -0.3812661575   0.0990479867
   2.8646708287   2.5043963426   0.9022572029  -0.3822016908   0.0993472268
   2.8637765345   2.5072138095   0.9019014957  -0.3831367562   0.0996481950
   2.8628814422   2.5100155119   0.9015445611  -0.3840713536   0.0999508796
   2.8619855474   2.5128015506   0.9011864037  -0.3850054830   0.1002552693
   2.8610888458   2.5155720117   0.9008270281  -0.3859391442   0.1005613530
   2.8601913331   2.5183269954   0.9004664386  -0.3868723372   0.1008691198
   2.8592930054   2.5210665942   0.9001046408  -0.3878050618   0.1011785564
   2.8583938576   2.5237909077   0.8997416366  -0.3887373184   0.1014896568
   2.8574938868   2.5265000259   0.8993774311  -0.3896691059   0.1018024090
   2.8565930886   2.5291940429   0.8990120287  -0.3906004246   0.1021168026
   2.8556914591   2.5318730521   0.8986454333  -0.3915312742   0.1024328274
   2.8547889943   2.5345371461   0.8982776488  -0.3924616547   0.1027504741
   2.8538856909   2.5371864138   0.8979086810  -0.3933915657   0.1030697288
   2.8529815438   2.5398209544   0.8975385302  -0.3943210079   0.1033905894
   2.8520765509   2.5424408525   0.8971672022  -0.3952499796   0.1037130429
   2.8511707071   2.5450462070   0.8967946968  -0.3961784813   0.1040370881
   2.8502640118   2.5476370920   0.8964210257  -0.3971065114   0.1043627000
   2.8493564577   2.5502136122   0.8960461874  -0.3980340726   0.1046898785
   2.8484480433   2.5527758512   0.8956701865  -0.3989611628   0.1050186143
   2.8475387645   2.5553239008   0.8952930248  -0.3998877821   0.1053489017
   2.8466286192   2.5578578437   0.8949147088  -0.4008139296   0.1056807265
   2.8457176026   2.5603777730   0.8945352401  -0.4017396061   0.1060140837
   2.8448057123   2.5628837741   0.8941546222  -0.4026648106   0.1063489649
   2.8438929451   2.5653759324   0.8937728598  -0.4035895430   0.1066853593
   2.8429792969   2.5678543395   0.8933899533  -0.4045138036   0.1070232648
   2.8420647661   2.5703190764   0.8930059077  -0.4054375907   0.1073626704
   2.8411493500   2.5727702262   0.8926207315  -0.4063609048   0.1077035565
   2.8402330405   2.5752078817   0.8922344131  -0.4072837478   0.1080459470
   2.8393158432   2.5776321205   0.8918469686  -0.4082061133   0.1083898081
   2.8383977492   2.5800430342   0.8914583963  -0.4091280063   0.1087351403
   2.8374787576   2.5824407012   0.8910687001  -0.4100494246   0.1090819359
   2.8365588652   2.5848252055   0.8906778827  -0.4109703680   0.1094301879
   2.8356380695   2.5871966294   0.8902859471  -0.4118908363   0.1097798893
   2.8347163674   2.5895550570   0.8898928949  -0.4128108289   0.1101310360
   2.8337937574   2.5919005649   0.8894987316  -0.4137303451   0.1104836158
   2.8328702355   2.5942332390   0.8891034583  -0.4146493855   0.1108376250
   2.8319457999   2.5965531582   0.8887070779  -0.4155679491   0.1111930571
   2.8310204479   2.5988604028   0.8883095932  -0.4164860354   0.1115499055
   2.8300941774   2.6011550509   0.8879110080  -0.4174036442   0.1119081615
   2.8291669850   2.6034371864   0.8875113224  -0.4183207756   0.1122678239
   2.8282388697   2.6057068836   0.8871105406  -0.4192374278   0.1126288837
   2.8273098284   2.6079642224   0.8867086649  -0.4201536014   0.1129913352
   2.8263798590   2.6102092804   0.8863056978  -0.4210692956   0.1133551723
   2.8254489593   2.6124421350   0.8859016419  -0.4219845101   0.1137203891
   2.8245171271   2.6146628629   0.8854964997  -0.4228992444   0.1140869799
   2.8235843602   2.6168715406   0.8850902735  -0.4238134980   0.1144549390
   2.8226506566   2.6190682440   0.8846829658  -0.4247272706   0.1148242607
   2.8217160141   2.6212530484   0.8842745789  -0.4256405616   0.1151949394
   2.8207804308   2.6234260289   0.8838651152  -0.4265533705   0.1155669697
   2.8198439047   2.6255872600   0.8834545771  -0.4274656969   0.1159403463
   2.8189064338   2.6277368156   0.8830429667  -0.4283775404   0.1163150637
   2.8179680163   2.6298747693   0.8826302865  -0.4292889003   0.1166911168
   2.8170286505   2.6320011928   0.8822165396  -0.4301997762   0.1170684980
   2.8160883336   2.6341161629   0.8818017258  -0.4311101682   0.1174472075
   2.8151470653   2.6362197473   0.8813858492  -0.4320200745   0.1178272365
   2.8142048429   2.6383120199   0.8809689115  -0.4329294956   0.1182085808
   2.8132616650   2.6403930516   0.8805509147  -0.4338384307   0.1185912359
   2.8123175298   2.6424629130   0.8801318610  -0.4347468791   0.1189751965
   2.8113724358   2.6445216746   0.8797117525  -0.4356548406   0.1193604580
   2.8104263813   2.6465694062   0.8792905913  -0.4365623145   0.1197470157
   2.8094793648   2.6486061774   0.8788683793  -0.4374693003   0.1201348648
   2.8085313847   2.6506320572   0.8784451186  -0.4383757974   0.1205240012
   2.8075824400   2.6526471122   0.8780208126  -0.4392818053   0.1209144171
   2.8066325278   2.6546514154   0.8775954604  -0.4401873242   0.1213061137
   2.8056816484   2.6566450299   0.8771690658  -0.4410923521   0.1216990835
   2.8047297996   2.6586280247   0.8767416303  -0.4419968894   0.1220933226
   2.8037769801   2.6606004664   0.8763131559  -0.4429009352   0.1224888265
   2.8028231887   2.6625624213   0.8758836445  -0.4438044891   0.1228855911
   2.8018684240   2.6645139553   0.8754530980  -0.4447075506   0.1232836120
   2.8009126848   2.6664551339   0.8750215182  -0.4456101190   0.1236828853
   2.7999559692   2.6683860256   0.8745889041  -0.4465121937   0.1240834125
   2.7989982787   2.6703066853   0.8741552639  -0.4474137729   0.1244851775
   2.7980396085   2.6722171871   0.8737205951  -0.4483148590   0.1248881835
   2.7970799594   2.6741175904   0.8732849004  -0.4492154494   0.1252924255
   2.7961193300   2.6760079595   0.8728481813  -0.4501155439   0.1256978998
   2.7951577192   2.6778883571   0.8724104398  -0.4510151419   0.1261046027
   2.7941951258   2.6797588470   0.8719716765  -0.4519142427   0.1265125322
   2.7932315497   2.6816194880   0.8715318953  -0.4528128454   0.1269216804
   2.7922669886   2.6834703451   0.8710910964  -0.4537109503   0.1273320461
   2.7913014424   2.6853114781   0.8706492818  -0.4546085562   0.1277436254
   2.7903349099   2.6871429482   0.8702064533  -0.4555056626   0.1281564145
   2.7893673904   2.6889648159   0.8697626123  -0.4564022689   0.1285704100
   2.7883988829   2.6907771449   0.8693177605  -0.4572983745   0.1289856081
   2.7874293866   2.6925799874   0.8688718997  -0.4581939787   0.1294020057
   2.7864589007   2.6943734064   0.8684250312  -0.4590890810   0.1298195990
   2.7854874244   2.6961574609   0.8679771569  -0.4599836807   0.1302383848
   2.7845149573   2.6979322081   0.8675282791  -0.4608777772   0.1306583577
   2.7835414977   2.6996977093   0.8670783974  -0.4617713704   0.1310795184
   2.7825670462   2.7014540190   0.8666275147  -0.4626644585   0.1315018612
   2.7815916013   2.7032011958   0.8661756322  -0.4635570417   0.1319253831
   2.7806151627   2.7049392965   0.8657227515  -0.4644491192   0.1323500808
   2.7796377297   2.7066683775   0.8652688742  -0.4653406903   0.1327759512
   2.7786593018   2.7083884950   0.8648140017  -0.4662317545   0.1332029910
   2.7776798783   2.7100997049   0.8643581355  -0.4671223111   0.1336311972
   2.7766994587   2.7118020624   0.8639012770  -0.4680123594   0.1340605666
   2.7757180426   2.7134956227   0.8634434279  -0.4689018988   0.1344910962
   2.7747356294   2.7151804403   0.8629845894  -0.4697909287   0.1349227829
   2.7737522187   2.7168565695   0.8625247630  -0.4706794484   0.1353556237
   2.7727678101   2.7185240643   0.8620639502  -0.4715674572   0.1357896157
   2.7717824032   2.7201829781   0.8616021524  -0.4724549546   0.1362247559
   2.7707959975   2.7218333643   0.8611393710  -0.4733419398   0.1366610413
   2.7698085928   2.7234752755   0.8606756074  -0.4742284122   0.1370984692
   2.7688201886   2.7251087643   0.8602108629  -0.4751143712   0.1375370366
   2.7678307848   2.7267338827   0.8597451390  -0.4759998161   0.1379767407
   2.7668403809   2.7283506825   0.8592784370  -0.4768847461   0.1384175788
   2.7658489768   2.7299592151   0.8588107582  -0.4777691607   0.1388595480
   2.7648565722   2.7315595316   0.8583421041  -0.4786530593   0.1393026456
   2.7638631669   2.7331516826   0.8578724758  -0.4795364410   0.1397468689
   2.7628687607   2.7347357185   0.8574018749  -0.4804193053   0.1401922153
   2.7618733533   2.7363116894   0.8569303025  -0.4813016514   0.1406386820
   2.7608769448   2.7378796448   0.8564577600  -0.4821834788   0.1410862664
   2.7598795349   2.7394396342   0.8559842487  -0.4830647867   0.1415349659
   2.7588811235   2.7409917065   0.8555097699  -0.4839455744   0.1419847779
   2.7578817106   2.7425359104   0.8550343248  -0.4848258413   0.1424356999
   2.7568812961   2.7440722942   0.8545579148  -0.4857055868   0.1428877293
   2.7558798799   2.7456009060   0.8540805410  -0.4865848100   0.1433408635
   2.7548774621   2.7471217933   0.8536022048  -0.4874635103   0.1437951002
   2.7538740426   2.7486350036   0.8531229074  -0.4883416871   0.1442504368
   2.7528696216   2.7501405830   0.8526426509  -0.4892193396   0.1447068692
   2.7518641983   2.7516385808   0.8521614345  -0.4900964677   0.1451643987
   2.7508577742   2.7531290405   0.8516792609  -0.4909730696   0.1456230204
   2.7498503483   2.7546120097   0.8511961309  -0.4918491453   0.1460827326
   2.7488419212   2.7560875337   0.8507120459  -0.4927246939   0.1465435326
   2.7478324928   2.7575556581   0.8502270069  -0.4935997149   0.1470054182
   2.7468220633   2.7590164279   0.8497410153  -0.4944742074   0.1474683871
   2.7458106328   2.7604698880   0.8492540722  -0.4953481709   0.1479324370
   2.7447982016   2.7619160829   0.8487661787  -0.4962216046   0.1483975655
   2.7437847698   2.7633550568   0.8482773361  -0.4970945077   0.1488637705
   2.7427703377   2.7647868536   0.8477875454  -0.4979668797   0.1493310496
   2.7417549054   2.7662115169   0.8472968080  -0.4988387198   0.1497994008
   2.7407384733   2.7676290901   0.8468051248  -0.4997100273   0.1502688217
   2.7397210417   2.7690396161   0.8463124971  -0.5005808015   0.1507393102
   2.7387026107   2.7704431377   0.8458189260  -0.5014510416   0.1512108641
   2.7376831807   2.7718396973   0.8453244127  -0.5023207471   0.1516834813
   2.7366627521   2.7732293371   0.8448289582  -0.5031899171   0.1521571596
   2.7356413252   2.7746120989   0.8443325637  -0.5040585510   0.1526318970
   2.7346189003   2.7759880242   0.8438352303  -0.5049266481   0.1531076913
   2.7335954779   2.7773571544   0.8433369591  -0.5057942076   0.1535845404
   2.7325710582   2.7787195304   0.8428377513  -0.5066612288   0.1540624423
   2.7315456419   2.7800751930   0.8423376078  -0.5075277111   0.1545413951
   2.7305192294   2.7814241818   0.8418365308  -0.5083936537   0.1550213947
   2.7294918202   2.7827665394   0.8413345191  -0.5092590564   0.1555024431
   2.7284634164   2.7841023030   0.8408315755  -0.5101239172   0.1559845358
   2.7274340174   2.7854315137   0.8403277006  -0.5109882364   0.1564676714
   2.7264036241   2.7867542102   0.8398228955  -0.5118520130   0.1569518477
   2.7253722368   2.7880704320   0.8393171613  -0.5127152464   0.1574370628
   2.7243398561   2.7893802177   0.8388104988  -0.5135779357   0.1579233151
   2.7233064827   2.7906836057   0.8383029096  -0.5144400803   0.1584106020
   2.7222721169   2.7919806347   0.8377943944  -0.5153016795   0.1588989220
   2.7212367595   2.7932713423   0.8372849543  -0.5161627325   0.1593882731
   2.7202004109   2.7945557666   0.8367745904  -0.5170232386   0.1598786535
   2.7191630718   2.7958339450   0.8362633036  -0.5178831971   0.1603700612
   2.7181247428   2.7971059146   0.8357510951  -0.5187426073   0.1608624945
   2.7170854247   2.7983717126   0.8352379658  -0.5196014684   0.1613559515
   2.7160451179   2.7996313757   0.8347239167  -0.5204597797   0.1618504304
   2.7150038233   2.8008849404   0.8342089490  -0.5213175405   0.1623459293
   2.7139615414   2.8021324429   0.8336930635  -0.5221747501   0.1628424465
   2.7129182730   2.8033739192   0.8331762614  -0.5230314076   0.1633399801
   2.7118740188   2.8046094051   0.8326585436  -0.5238875125   0.1638385284
   2.7108287796   2.8058389361   0.8321399111  -0.5247430640   0.1643380896
   2.7097825560   2.8070625476   0.8316203649  -0.5255980612   0.1648386620
   2.7087353488   2.8082802744   0.8310999061  -0.5264525036   0.1653402439
   2.7076871589   2.8094921515   0.8305785355  -0.5273063904   0.1658428334
   2.7066379869   2.8106982133   0.8300562543  -0.5281597208   0.1663464289
   2.7055878337   2.8118984942   0.8295330633  -0.5290124941   0.1668510286
   2.7045367005   2.8130930277   0.8290089647  -0.5298647095   0.1673566289
   2.7034845865   2.8142818498   0.8284839568  -0.5307163671   0.1678632326
   2.7024314947   2.8154649960   0.8279580417  -0.5315674645   0.1683708367
   2.7013774256   2.8166424913   0.8274312219  -0.5324180015   0.1688794364
   2.7003223786   2.8178143749   0.8269034968  -0.5332679785   0.1693890324
   2.6992663558   2.8189806784   0.8263748680  -0.5341173938   0.1698996225
   2.6982093577   2.8201414349   0.8258453362  -0.5349662469   0.1704112053
   2.6971513853   2.8212966770   0.8253149024  -0.5358145369   0.1709237791
   2.6960924395   2.8224464368   0.8247835676  -0.5366622633   0.1714373423
   2.6950325213   2.8235907465   0.8242513327  -0.5375094252   0.1719518933
   2.6939716315   2.8247296378   0.8237181987  -0.5383560220   0.1724674305
   2.6929097712   2.8258631426   0.8231841664  -0.5392020528   0.1729839523
   2.6918469413   2.8269912921   0.8226492369  -0.5400475169   0.1735014572
   2.6907831428   2.8281141177   0.8221134111  -0.5408924136   0.1740199435
   2.6897183767   2.8292316502   0.8215766899  -0.5417367421   0.1745394098
   2.6886526441   2.8303439206   0.8210390743  -0.5425805018   0.1750598544
   2.6875859458   2.8314509594   0.8205005651  -0.5434236918   0.1755812759
   2.6865182831   2.8325527969   0.8199611633  -0.5442663114   0.1761036727
   2.6854496568   2.8336494634   0.8194208699  -0.5451083600   0.1766270433
   2.6843800681   2.8347409889   0.8188796856  -0.5459498366   0.1771513862
   2.6833095181   2.8358274031   0.8183376116  -0.5467907407   0.1776766999
   2.6822380078   2.8369087356   0.8177946486  -0.5476310714   0.1782029829
   2.6811655383   2.8379850158   0.8172507975  -0.5484708280   0.1787302337
   2.6800921107   2.8390562729   0.8167060594  -0.5493100098   0.1792584508
   2.6790177262   2.8401225358   0.8161604351  -0.5501486160   0.1797876328
   2.6779423858   2.8411838333   0.8156139254  -0.5509866459   0.1803177782
   2.6768660907   2.8422401941   0.8150665314  -0.5518240987   0.1808488855
   2.6757888421   2.8432916466   0.8145182538  -0.5526609737   0.1813809533
   2.6747106412   2.8443382189   0.8139690937  -0.5534972701   0.1819139802
   2.6736314890   2.8453799391   0.8134190519  -0.5543329873   0.1824479648
   2.6725513868   2.8464168351   0.8128681292  -0.5551681244   0.1829829055
   2.6714703357   2.8474489345   0.8123163266  -0.5560026807   0.1835188011
   2.6703883371   2.8484762647   0.8117636450  -0.5568366554   0.1840556500
   2.6693053920   2.8494988531   0.8112100852  -0.5576700479   0.1845934509
   2.6682215017   2.8505167268   0.8106556481  -0.5585028573   0.1851322024
   2.6671366675   2.8515299127   0.8101003347  -0.5593350830   0.1856719031
   2.6660508906   2.8525384375   0.8095441457  -0.5601667241   0.1862125516
   2.6649641723   2.8535423279   0.8089870821  -0.5609977800   0.1867541466
   2.6638765138   2.8545416101   0.8084291448  -0.5618282498   0.1872966866
   2.6627879164   2.8555363105   0.8078703346  -0.5626581329   0.1878401704
   2.6616983814   2.8565264551   0.8073106523  -0.5634874285   0.1883845965
   2.6606079101   2.8575120697   0.8067500989  -0.5643161358   0.1889299637
   2.6595165039   2.8584931801   0.8061886753  -0.5651442541   0.1894762705
   2.6584241639   2.8594698117   0.8056263822  -0.5659717826   0.1900235157
   2.6573308916   2.8604419900   0.8050632206  -0.5667987206   0.1905716979
   2.6562366883   2.8614097401   0.8044991913  -0.5676250674   0.1911208157
   2.6551415553   2.8623730870   0.8039342952  -0.5684508222   0.1916708680
   2.6540454941   2.8633320557   0.8033685331  -0.5692759842   0.1922218533
   2.6529485059   2.8642866708   0.8028019059  -0.5701005528   0.1927737703
   2.6518505922   2.8652369569   0.8022344145  -0.5709245270   0.1933266178
   2.6507517543   2.8661829383   0.8016660596  -0.5717479063   0.1938803945
   2.6496519936   2.8671246392   0.8010968422  -0.5725706899   0.1944350990
   2.6485513116   2.8680620837   0.8005267631  -0.5733928769   0.1949907302
   2.6474497096   2.8689952957   0.7999558232  -0.5742144668   0.1955472866
   2.6463471891   2.8699242989   0.7993840233  -0.5750354586   0.1961047670
   2.6452437515   2.8708491169   0.7988113642  -0.5758558517   0.1966631703
   2.6441393983   2.8717697731   0.7982378468  -0.5766756453   0.1972224950
   2.6430341308   2.8726862909   0.7976634719  -0.5774948387   0.1977827400
   2.6419279507   2.8735986933   0.7970882404  -0.5783134311   0.1983439040
   2.6408208592   2.8745070032   0.7965121531  -0.5791314218   0.1989059858
   2.6397128580   2.8754112436   0.7959352109  -0.5799488099   0.1994689840
   2.6386039482   2.8763114374   0.7953574140  -0.5807655949   0.2000328987
   2.6374941325   2.8772076060   0.7947787647  -0.5815817755   0.2005977260
   2.6363834106   2.8780997733   0.7941992625  -0.5823973519   0.2011634666
   2.6352717853   2.8789879604   0.7936189089  -0.5832123226   0.2017301185
   2.6341592575   2.8798721900   0.7930377045  -0.5840266872   0.2022976809
   2.6330458292   2.8807524837   0.7924556501  -0.5848404448   0.2028661525
   2.6319315015   2.8816288635   0.7918727467  -0.5856535947   0.2034355320
   2.6308162763   2.8825013510   0.7912889949  -0.5864661361   0.2040058183
   2.6297001549   2.8833699679   0.7907043957  -0.5872780683   0.2045770101
   2.6285831390   2.8842347356   0.7901189498  -0.5880893905   0.2051491063
   2.6274652301   2.8850956750   0.7895326582  -0.5889001020   0.2057221056
   2.6263464299   2.8859528073   0.7889455215  -0.5897102021   0.2062960069
   2.6252267399   2.8868061534   0.7883575408  -0.5905196899   0.2068708091
   2.6241061616   2.8876557342   0.7877687166  -0.5913285648   0.2074465108
   2.6229846968   2.8885015704   0.7871790500  -0.5921368260   0.2080231110
   2.6218623469   2.8893436825   0.7865885417  -0.5929444728   0.2086006085
   2.6207391137   2.8901820909   0.7859971924  -0.5937515043   0.2091790021
   2.6196149988   2.8910168160   0.7854050032  -0.5945579199   0.2097582906
   2.6184900037   2.8918478779   0.7848119747  -0.5953637188   0.2103384730
   2.6173641302   2.8926752965   0.7842181077  -0.5961689003   0.2109195480
   2.6162373798   2.8934990919   0.7836234032  -0.5969734635   0.2115015145
   2.6151097543   2.8943192838   0.7830278619  -0.5977774079   0.2120843713
   2.6139812553   2.8951358919   0.7824314846  -0.5985807326   0.2126681174
   2.6128518844   2.8959489356   0.7818342721  -0.5993834368   0.2132527515
   2.6117216435   2.8967584343   0.7812362252  -0.6001855199   0.2138382725
   2.6105905340   2.8975644074   0.7806373449  -0.6009869810   0.2144246793
   2.6094585578   2.8983668739   0.7800376317  -0.6017878195   0.2150119708
   2.6083257165   2.8991658530   0.7794370867  -0.6025880346   0.2156001458
   2.6071920118   2.8999613634   0.7788357105  -0.6033876255   0.2161892033
   2.6060574455   2.9007534240   0.7782335040  -0.6041865915   0.2167791421
   2.6049220193   2.9015420535   0.7776304681  -0.6049849319   0.2173699610
   2.6037857349   2.9023272703   0.7770266034  -0.6057826459   0.2179616590
   2.6026485942   2.9031090691   0.7764219127  -0.6065797327   0.2185542341
   2.6015105965   2.9038875177   0.7758163919  -0.6073761932   0.2191476880
   2.6003717492   2.9046626064   0.7752100466  -0.6081720227   0.2197420160
