CREATION_DATE        =      2018-05-21T13:44:47
ORIGINATOR           =      ASTOS SOLUTIONS GMBH

META_START
LAGRANGIAN           =      L1
ORBIT NUMBER         =      10000
ORBIT DISTANCE       =      0.000100
MASS RATIO           =      0.0121439878
META_STOP

DATA_START

        JC           Period           x              z            dy/dt
   2.9704709594   2.0109853986   0.9330849460  -0.2638301133   0.0843347318
   2.9703856119   2.0115124794   0.9330771977  -0.2639298163   0.0843113622
   2.9703002612   2.0120395328   0.9330693719  -0.2640295157   0.0842881703
   2.9702149147   2.0125664134   0.9330615044  -0.2641292090   0.0842650729
   2.9701295671   2.0130932085   0.9330535755  -0.2642288990   0.0842421154
   2.9700442204   2.0136198914   0.9330455900  -0.2643285842   0.0842192868
   2.9699588743   2.0141464631   0.9330375481  -0.2644282649   0.0841965867
   2.9698735289   2.0146729226   0.9330294500  -0.2645279410   0.0841740146
   2.9697881846   2.0151992575   0.9330212990  -0.2646276125   0.0841515628
   2.9697028403   2.0157254912   0.9330130889  -0.2647272798   0.0841292456
   2.9696174969   2.0162516083   0.9330048231  -0.2648269422   0.0841070552
   2.9695321542   2.0167776093   0.9329965018  -0.2649266000   0.0840849911
   2.9694468123   2.0173034930   0.9329881251  -0.2650262532   0.0840630530
   2.9693614712   2.0178292586   0.9329796932  -0.2651259017   0.0840412404
   2.9692761299   2.0183549263   0.9329712005  -0.2652255456   0.0840195664
   2.9691907907   2.0188804506   0.9329626586  -0.2653251843   0.0839980039
   2.9691054559   2.0194057809   0.9329540868  -0.2654248188   0.0839765062
   2.9690201162   2.0199310751   0.9329454358  -0.2655244508   0.0839551907
   2.9689347792   2.0204562352   0.9329367305  -0.2656240759   0.0839339991
   2.9688494430   2.0209812716   0.9329279710  -0.2657236962   0.0839129307
   2.9687641059   2.0215062260   0.9329191458  -0.2658233118   0.0838920123
   2.9686787724   2.0220310073   0.9329102783  -0.2659229217   0.0838711895
   2.9685934389   2.0225556675   0.9329013569  -0.2660225277   0.0838504884
   2.9685081063   2.0230802003   0.9328923820  -0.2661221290   0.0838299088
   2.9684227739   2.0236046254   0.9328833479  -0.2662217254   0.0838094637
   2.9683374446   2.0241288778   0.9328742719  -0.2663213165   0.0837891131
   2.9682521145   2.0246530256   0.9328651371  -0.2664209038   0.0837688955
   2.9681667859   2.0251770398   0.9328559494  -0.2665204857   0.0837487981
   2.9680814582   2.0257009222   0.9328467090  -0.2666200627   0.0837288202
   2.9679961316   2.0262246719   0.9328374159  -0.2667196349   0.0837089615
   2.9679108061   2.0267482881   0.9328280703  -0.2668192021   0.0836892216
   2.9678254816   2.0272717699   0.9328186724  -0.2669187645   0.0836696001
   2.9677401582   2.0277951166   0.9328092223  -0.2670183219   0.0836500967
   2.9676548358   2.0283183271   0.9327997202  -0.2671178744   0.0836307110
   2.9675695146   2.0288414009   0.9327901662  -0.2672174219   0.0836114426
   2.9674841932   2.0293643645   0.9327805528  -0.2673169645   0.0835923091
   2.9673988748   2.0298871585   0.9327708955  -0.2674165013   0.0835732745
   2.9673135569   2.0304098170   0.9327611868  -0.2675160339   0.0835543560
   2.9672282405   2.0309323293   0.9327514284  -0.2676155615   0.0835355493
   2.9671429247   2.0314547074   0.9327416172  -0.2677150842   0.0835168619
   2.9670576103   2.0319769430   0.9327317551  -0.2678146017   0.0834982897
   2.9669722971   2.0324990361   0.9327218421  -0.2679141143   0.0834798321
   2.9668869850   2.0330209859   0.9327118785  -0.2680136217   0.0834614890
   2.9668016742   2.0335427916   0.9327018643  -0.2681131241   0.0834432598
   2.9667163645   2.0340644525   0.9326917997  -0.2682126214   0.0834251443
   2.9666310576   2.0345859337   0.9326816945  -0.2683121136   0.0834071197
   2.9665457496   2.0351073072   0.9326715296  -0.2684116018   0.0833892298
   2.9664604421   2.0356285645   0.9326613048  -0.2685110838   0.0833714763
   2.9663751390   2.0361496168   0.9326510448  -0.2686105597   0.0833538012
   2.9662898352   2.0366705442   0.9326407305  -0.2687100319   0.0833362481
   2.9662045331   2.0371913198   0.9326303667  -0.2688094986   0.0833188066
   2.9661192322   2.0377119453   0.9326199536  -0.2689089601   0.0833014763
   2.9660339329   2.0382324152   0.9326094925  -0.2690084165   0.0832842536
   2.9659486337   2.0387527570   0.9325989759  -0.2691078678   0.0832671564
   2.9658633363   2.0392729448   0.9325884099  -0.2692073133   0.0832501705
   2.9657780420   2.0397929415   0.9325778058  -0.2693067535   0.0832332694
   2.9656927471   2.0403128092   0.9325671476  -0.2694061897   0.0832164899
   2.9656074541   2.0408325196   0.9325564409  -0.2695056201   0.0831998196
   2.9655221625   2.0413520751   0.9325456857  -0.2696050452   0.0831832581
   2.9654368721   2.0418714748   0.9325348823  -0.2697044652   0.0831668051
   2.9653515831   2.0423907182   0.9325240306  -0.2698038799   0.0831504601
   2.9652662955   2.0429098045   0.9325131310  -0.2699032894   0.0831342230
   2.9651810092   2.0434287331   0.9325021834  -0.2700026936   0.0831180934
   2.9650957243   2.0439475033   0.9324911881  -0.2701020925   0.0831020708
   2.9650104408   2.0444661145   0.9324801451  -0.2702014862   0.0830861551
   2.9649251587   2.0449845659   0.9324690546  -0.2703008746   0.0830703458
   2.9648398768   2.0455028827   0.9324579094  -0.2704002577   0.0830546599
   2.9647545981   2.0460210088   0.9324467244  -0.2704996347   0.0830390629
   2.9646693202   2.0465389775   0.9324354921  -0.2705990072   0.0830235714
   2.9645840439   2.0470567780   0.9324242145  -0.2706983744   0.0830081810
   2.9644987686   2.0475744223   0.9324128884  -0.2707977364   0.0829928994
   2.9644134948   2.0480919021   0.9324015156  -0.2708970929   0.0829777223
   2.9643282225   2.0486092177   0.9323900962  -0.2709964441   0.0829626494
   2.9642429517   2.0491263684   0.9323786303  -0.2710957900   0.0829476804
   2.9641576822   2.0496433538   0.9323671181  -0.2711951305   0.0829328150
   2.9640724142   2.0501601731   0.9323555597  -0.2712944656   0.0829180529
   2.9639871491   2.0506767966   0.9323439646  -0.2713937954   0.0829033715
   2.9639018830   2.0511932875   0.9323323140  -0.2714931209   0.0828888146
   2.9638166193   2.0517096048   0.9323206178  -0.2715924399   0.0828743602
   2.9637313576   2.0522257415   0.9323088794  -0.2716917535   0.0828599996
   2.9636460965   2.0527417234   0.9322970919  -0.2717910622   0.0828457487
   2.9635608373   2.0532575290   0.9322852603  -0.2718903650   0.0828315963
   2.9634755793   2.0537731697   0.9322733820  -0.2719896626   0.0828175479
   2.9633903214   2.0542886652   0.9322614491  -0.2720889546   0.0828036228
   2.9633050674   2.0548039573   0.9322494805  -0.2721882401   0.0827897760
   2.9632198141   2.0553190787   0.9322374683  -0.2722875213   0.0827760261
   2.9631345619   2.0558340335   0.9322254097  -0.2723867972   0.0827623794
   2.9630493113   2.0563488144   0.9322133064  -0.2724860675   0.0827488325
   2.9629640622   2.0568634218   0.9322011584  -0.2725853323   0.0827353848
   2.9628788146   2.0573778550   0.9321889659  -0.2726845917   0.0827220362
   2.9627935685   2.0578921137   0.9321767290  -0.2727838457   0.0827087863
   2.9627083230   2.0584062151   0.9321644426  -0.2728830941   0.0826956471
   2.9626230811   2.0589201020   0.9321521225  -0.2729823365   0.0826825821
   2.9625378388   2.0594338368   0.9321397530  -0.2730815747   0.0826696266
   2.9624525986   2.0599473915   0.9321273397  -0.2731808067   0.0826567687
   2.9623673599   2.0604607689   0.9321148826  -0.2732800332   0.0826440081
   2.9622821219   2.0609739828   0.9321023777  -0.2733792543   0.0826313543
   2.9621968866   2.0614870012   0.9320898334  -0.2734784694   0.0826187874
   2.9621116523   2.0619998436   0.9320772455  -0.2735776794   0.0826063169
   2.9620264195   2.0625125066   0.9320646143  -0.2736768840   0.0825939426
   2.9619411870   2.0630250137   0.9320519328  -0.2737760831   0.0825816806
   2.9618559579   2.0635373121   0.9320392153  -0.2738752757   0.0825694980
   2.9617707295   2.0640494343   0.9320264546  -0.2739744637   0.0825574106
   2.9616855027   2.0645613751   0.9320136510  -0.2740736462   0.0825454182
   2.9616002778   2.0650731219   0.9320008082  -0.2741728232   0.0825335123
   2.9615150535   2.0655847005   0.9319879192  -0.2742719950   0.0825217088
   2.9614298311   2.0660960936   0.9319749877  -0.2743711609   0.0825099993
   2.9613446103   2.0666072994   0.9319620150  -0.2744703213   0.0824983809
   2.9612593918   2.0671183017   0.9319490060  -0.2745694763   0.0824868420
   2.9611741730   2.0676291491   0.9319359473  -0.2746686265   0.0824754137
   2.9610889565   2.0681398067   0.9319228465  -0.2747677702   0.0824640786
